26.040718,-81.660966
25.8587987,-81.3841841
26.1255218,-81.7575547
26.1145191,-81.7369749
25.9851824,-81.7233963
26.1097071,-81.7171529
26.1038363,-81.6943869
26.2420007,-81.7432809
26.233286,-81.770553
26.2722963,-81.7247037
26.261235,-81.735912
26.2527565,-81.6895874
26.2510308,-81.7115755
26.240179,-81.734857
26.2138174,-81.6892129
26.1842267,-81.7028029
26.1745809,-81.7268203
26.1403048,-81.7131156
26.1564438,-81.7680825
26.1409407,-81.7680206
26.159339,-81.725936
26.1262553,-81.7310058
26.2019,-81.7492808
25.8587987,-81.3841841
26.1836112,-81.6888851
26.2262827,-81.6758846
26.2280648,-81.6747005
26.2280296,-81.6323722
26.2731572,-81.6495067
26.305736,-81.5934312
26.3362602,-81.4366882
26.4231385,-81.4194287
